Manufacturer,ModelYear,ModelNumber,Description,Description2,Package,Style_ID
Genesis,2022,V71SAA35KLAF,GV70 3.5T Sport Plus AWD,,,427033
Genesis,2022,G834AA25DL58,G80 2.5T Advanced AWD,,,424444
Genesis,2022,G834AA35DL60,G80 3.5T Sport AWD,,,424445
Genesis,2022,G834AA35DLAF,G80 3.5T Sport Plus AWD,,,424446
Genesis,2022,V81SAA25DX53,GV80 2.5T Select AWD,,,425256
Genesis,2022,V81SAA25DX58,GV80 2.5T Advanced AWD,,,425257
Genesis,2022,V81SAA35DX59,GV80 3.5T Advanced AWD,,,425258
Genesis,2022,V81SAA35DX75,GV80 3.5T Prestige AWD,,,425259
Genesis,2022,V81SAA35DXAN,GV80 3.5T Advanced AWD w/Matte Paint,,,427067
Genesis,2022,V81SAA35DXAO,GV80 3.5T Prestige AWD w/Matte Paint,,,427068
Genesis,2022,V81SAA25DL53,GV80 2.5T Select AWD,,,427069
Genesis,2022,V81SAA25DL58,GV80 2.5T Advanced AWD,,,427070
Genesis,2022,V81SAA35DL59,GV80 3.5T Advanced AWD,,,427071
Genesis,2022,V81SAA35DLAN,GV80 3.5T Advanced AWD w/Matte Paint,,,427072
Genesis,2022,V81SAA35DL75,GV80 3.5T Prestige AWD,,,427073
Genesis,2022,V81SAA35DLAO,GV80 3.5T Prestige AWD w/Matte Paint,,,427074
Genesis,2022,G924AA50BX63,G90 5.0L Prestige AWD,,,422410
Genesis,2022,G924AA50BXAG,G90 5.0L Prestige AWD w/RSE,,,422411
Genesis,2022,G924AA50BX72,G90 5.0L Prestige AWD w/Multi-Spoke Wheel,,,422412
Genesis,2022,G924AA50BX73,G90 5.0L Prestige AWD w/RSE/Multi-Spoke Wheel,,,422413
Genesis,2025,G8CS4K2DGA00,G80 2.5T Advanced AWD,,,466610
Genesis,2025,G8CS4K3BGSAU,G80 3.5T Sport Plus AWD,,,466611
Genesis,2025,G7CS4K2DGA00,G70 2.5T Advanced AWD,,,455533
Genesis,2025,G7CS4K2DGP00,G70 2.5T Prestige AWD,,,455534
Genesis,2025,G7CS4K3AGA00,G70 3.3T Advanced AWD,,,455535
Genesis,2025,G7CS4K3AGS00,G70 3.3T Sport AWD,,,455536
Genesis,2025,G9CS4K3BXXPS,G90 e-SC Prestige AWD,,,463358
Genesis,2025,V6EW5ZE227AD,GV60 Advanced AWD,,,461704
Genesis,2025,V6EW5ZE127AR,GV60 Performance AWD,,,461705
Genesis,2025,V6EW5ZE127PF,GV60 Performance AWD w/Navy Interior,,,461706
Genesis,2025,V7CW5K2D27AD,GV70 2.5T Advanced,,,455516
Genesis,2025,V7CW5K2DGAAU,GV70 2.5T Advanced Plus,,,455517
Genesis,2025,V7CW5K2DGP00,GV70 2.5T Prestige,,,455518
Genesis,2025,V7CW5K3BGS00,GV70 3.5T Sport,,,455519
Genesis,2025,V7CW5K3BGSBE,GV70 3.5T Sport Plus w/LSD,,,455520
Genesis,2025,V7EW5ZE1GP00,ELECTRIFIED GV70 Prestige AWD,,,463311
Genesis,2025,V7EW5ZE1GA00,ELECTRIFIED GV70 Advanced AWD,,,463312
Genesis,2025,V7EW5ZE1GAAU,ELECTRIFIED GV70 Advanced Plus AWD,,,463313
Genesis,2025,V8CW5K2DGA00,GV80 2.5T Advanced AWD 5P,,,459749
Genesis,2025,V8CW7K3BGA55,GV80 3.5T Advanced w/Tech Pkg AWD 7P,,,459750
Genesis,2025,V8CW7K3BGP00,GV80 3.5T Prestige AWD 7P,,,459751
Genesis,2025,V8CW5K2DGA55,GV80 2.5T Advanced w/Tech Pkg AWD 5P,,,459752
Genesis,2025,V8CC7K3BGP00,GV80 COUPE 3.5T e-SC AWD,,,460325
Genesis,2024,G7CS4K2DGA00,G70 2.5T Advanced AWD,,,452610
Genesis,2024,G7CS4K2DGP00,G70 2.5T Prestige AWD,,,452611
Genesis,2024,G7CS4K3AGA00,G70 3.3T Advanced AWD,,,452612
Genesis,2024,G7CS4K3AGS00,G70 3.3T Sport AWD,,,452613
Genesis,2024,G8CS4K2DGA00,G80 2.5T Advanced AWD,,,444087
Genesis,2024,G8CS4K3BGSAU,G80 3.5T Sport Plus AWD,,,444088
Genesis,2024,G8ES4ZE1GP00,Electrified G80 AWD,,,450310
Genesis,2024,G9CS4K3BXXPS,G90 e-SC Prestige AWD,,,450256
Genesis,2024,V6EW5ZE227AD,GV60 Advanced AWD,,,444967
Genesis,2024,V6EW5ZE127AR,GV60 Performance AWD,,,444968
Genesis,2024,V6EW5ZE127PF,GV60 Performance AWD w/Navy Interior,,,444969
Genesis,2024,V7CW5K2D27AD,GV70 2.5T Advanced,,,447829
Genesis,2024,V7CW5K2DGAAU,GV70 2.5T Advanced Plus,,,447830
Genesis,2024,V7CW5K2DGP00,GV70 2.5T Prestige,,,447831
Genesis,2024,V7CW5K3BGS00,GV70 3.5T Sport,,,447832
Genesis,2024,V7CW5K3BGSAF,GV70 3.5T Sport Plus w/o LSD,,,447833
Genesis,2024,V7CW5K3BGSBE,GV70 3.5T Sport Plus w/LSD,,,447834
Genesis,2024,V71SEAEMEX63,Electrified GV70 Prestige AWD,,,447828
Genesis,2024,V8CW5K2DGA00,GV80 2.5T Advanced AWD,,,438592
Genesis,2024,V8CW5K3BGPAM,GV80 3.5T Advanced AWD 5P,,,438597
Genesis,2024,V8CW5K3BGPAP,GV80 3.5T Advanced AWD 5P w/Matte Paint,,,438598
Genesis,2024,V8CW5K3BGAAX,GV80 3.5T Prestige AWD 5P,,,438593
Genesis,2024,V8CW5K3BGAAY,GV80 3.5T Prestige AWD 5P w/Matte Paint,,,438594
Genesis,2024,V8CW7K3BGP00,GV80 3.5T Prestige AWD 7P,,,438595
Genesis,2024,V8CW7K3BGPAO,GV80 3.5T Prestige AWD 7P w/Matte Paint,,,438596
Genesis,2025,G834AA25DX58,G80 2.5T Advanced AWD,,,466610
Genesis,2025,G834AA35DXAF,G80 3.5T Sport Plus AWD,,,466611
Genesis,2025,G714AA25DX61,G70 2.5T Advanced AWD,,,455533
Genesis,2025,G714AA25DX63,G70 2.5T Prestige AWD,,,455534
Genesis,2025,G714AA33DX61,G70 3.3T Advanced AWD,,,455535
Genesis,2025,G714AA33DX60,G70 3.3T Sport AWD,,,455536
Genesis,2025,G934AA35LX63,G90 e-SC Prestige AWD,,,463358
Genesis,2025,V61SEAEMEL61,GV60 Advanced AWD,,,461704
Genesis,2025,V61SEAEMELAR,GV60 Performance AWD,,,461705
Genesis,2025,V61SEAEMELAQ,GV60 Performance AWD w/Navy Interior,,,461706
Genesis,2025,V71SAA25KL61,GV70 2.5T Advanced,,,455516
Genesis,2025,V71SAA25KXAE,GV70 2.5T Advanced Plus,,,455517
Genesis,2025,V71SAA25KX63,GV70 2.5T Prestige,,,455518
Genesis,2025,V71SAA35KX60,GV70 3.5T Sport,,,455519
Genesis,2025,V71SAA35KXBE,GV70 3.5T Sport Plus w/LSD,,,455520
Genesis,2025,V71SEAEMEX63,ELECTRIFIED GV70 Prestige AWD,,,463311
Genesis,2025,V71SEAEMEX61,ELECTRIFIED GV70 Advanced AWD,,,463312
Genesis,2025,V71SEAEMEXAE,ELECTRIFIED GV70 Advanced Plus AWD,,,463313
Genesis,2025,V81SAA25DX58,GV80 2.5T Advanced AWD 5P,,,459749
Genesis,2025,V81SAA35DXBL,GV80 3.5T Advanced w/Tech Pkg AWD 7P,,,459750
Genesis,2025,V81SAA35DX75,GV80 3.5T Prestige AWD 7P,,,459751
Genesis,2025,V81SAA25DXBK,GV80 2.5T Advanced w/Tech Pkg AWD 5P,,,459752
Genesis,2025,V81CAA35LX63,GV80 COUPE 3.5T e-SC AWD,,,460325
Genesis,2024,G714AA25DX61,G70 2.5T Advanced AWD,,,452610
Genesis,2024,G714AA25DX63,G70 2.5T Prestige AWD,,,452611
Genesis,2024,G714AA33DX61,G70 3.3T Advanced AWD,,,452612
Genesis,2024,G714AA33DX60,G70 3.3T Sport AWD,,,452613
Genesis,2024,G834AA25DX58,G80 2.5T Advanced AWD,,,444087
Genesis,2024,G834AA35DXAF,G80 3.5T Sport Plus AWD,,,444088
Genesis,2024,G834EAEMEXAS,Electrified G80 AWD,,,450310
Genesis,2024,G934AA35LX63,G90 e-SC Prestige AWD,,,450256
Genesis,2024,V61SEAEMEL61,GV60 Advanced AWD,,,444967
Genesis,2024,V61SEAEMELAR,GV60 Performance AWD,,,444968
Genesis,2024,V61SEAEMELAQ,GV60 Performance AWD w/Navy Interior,,,444969
Genesis,2024,V71SAA25KL61,GV70 2.5T Advanced,,,447829
Genesis,2024,V71SAA25KXAE,GV70 2.5T Advanced Plus,,,447830
Genesis,2024,V71SAA25KX63,GV70 2.5T Prestige,,,447831
Genesis,2024,V71SAA35KX60,GV70 3.5T Sport,,,447832
Genesis,2024,V71SAA35KXAF,GV70 3.5T Sport Plus w/o LSD,,,447833
Genesis,2024,V71SAA35KXBE,GV70 3.5T Sport Plus w/LSD,,,447834
Genesis,2024,V81SAA25DX58,GV80 2.5T Advanced AWD,,,438592
Genesis,2024,V81SAA35DXAX,GV80 3.5T Advanced AWD 5P,,,438597
Genesis,2024,V81SAA35DXAY,GV80 3.5T Advanced AWD 5P w/Matte Paint,,,438598
Genesis,2024,V81SAA35DXAM,GV80 3.5T Prestige AWD 5P,,,438593
Genesis,2024,V81SAA35DXAP,GV80 3.5T Prestige AWD 5P w/Matte Paint,,,438594
Genesis,2024,V81SAA35DX75,GV80 3.5T Prestige AWD 7P,,,438595
Genesis,2024,V81SAA35DXAO,GV80 3.5T Prestige AWD 7P w/Matte Paint,,,438596
Genesis,2026,G7CS4K2DGA00,G70 2.5T Advanced AWD,,,475088
Genesis,2026,G7CS4K2DGP00,G70 2.5T Prestige,,,475089
Genesis,2026,G7CS4K3AGS00,G70 3.3T Sport,,,475090
Genesis,2026,G8CS4K2DGA00,G80 2.5T Advanced AWD,,,479262
Genesis,2026,G8CS4K3BGS00,G80 3.5T Sport AWD,,,479263
Genesis,2026,G8CS4K3BGPBL,G80 3.5T Prestige Black AWD,,,479264
Genesis,2026,G9CS4K3BGP00,G90 e-SC Prestige AWD,,,479289
Genesis,2026,G9CS4K3BGPAW,G90 e-SC Prestige Ash Wood AWD,,,479290
Genesis,2026,G9CS4K3BGPBL,G90 e-SC Prestige Black AWD,,,479291
Genesis,2026,V7CW5K2DGA00,GV70 2.5T Advanced AWD,,,470386
Genesis,2026,V7CW5K2DGA55,GV70 2.5T Advanced Technology Package AWD,,,470387
Genesis,2026,V7CW5K2DGP00,GV70 2.5T Prestige AWD,,,470388
Genesis,2026,V7CW5K3BGS00,GV70 3.5T Sport Quilting AWD,,,470389
Genesis,2026,V7CW5K3BGSAU,GV70 3.5T Sport Suede AWD,,,473370
Genesis,2026,V6EW5ZE2GWAE,GV60 Advanced AWD,,,481700
Genesis,2026,V6EW5ZE2GW00,GV60 AWD,,,481701
Genesis,2026,V6EW5ZE1GZ00,GV60 +,,,481702
Genesis,2026,V6EW5ZE1GZSP,GV60 Sport,,,481703
Genesis,2026,V7EW5ZE1GA00,Electrified GV70 Advanced AWD,,,481478
Genesis,2026,V7EW5ZE1GP00,Electrified GV70 Prestige AWD,,,481479
Genesis,2026,V8CW5K2DGA00,GV80 2.5T Advanced AWD 5P,,,479284
Genesis,2026,V8CW5K2DGA55,GV80 2.5T Advanced w/Tech Pkg AWD 5P,,,479285
Genesis,2026,V8CW7K3BGA55,GV80 3.5T Advanced w/Tech Pkg AWD 7P,,,479286
Genesis,2026,V8CW7K3BGP00,GV80 3.5T Prestige AWD 7P,,,479287
Genesis,2026,V8CW7K3BGPBL,GV80 3.5T Prestige AWD 7P Black,,,479288
Genesis,2026,V8CC7K3BGP00,GV80 Coupe 3.5T e-SC AWD,,,479433
Genesis,2026,V8CC7K3BGPBL,GV80 Coupe 3.5T e-SC Prestige Black AWD,,,479434
Genesis,2026,G7CS4K3AGSGR,G70 3.3T Graphite Special Edition AWD,,,484079
Genesis,2027,G8CS4K2DGA00,GV80 2.5T Advanced AWD,,,485691
Genesis,2027,G8CS4K3BGS00,GV80 3.5T Sport AWD,,,485692
Genesis,2027,G8CS4K3BGPBL,GV80 3.5T Prestige Black AWD,,,485693
Genesis,2027,V7CW5K2DGB00,GV70 2.5T Select,,,487533
Genesis,2027,V7CW5K2DGA00,GV70 2.5T Advanced,,,487530
Genesis,2027,V7CW5K2DGA58,GV70 2.5T Advanced Tech Pkg,,,487531
Genesis,2027,V7CW5K2DGP00,GV70 2.5T Prestige,,,487532
Genesis,2027,V7CW5K3BGPSP,GV70 3.5T Prestige Sport,,,487534
Genesis,2027,V7CW5K3BGPGR,GV70 3.5T Prestige Graphite,,,487535
Genesis,2027,V7EW5ZE1GP00,Electrified GV70 Prestige AWD,,,487304
Mitsubishi,2024,CG44-A,Mirage ES CVT,,,443870
Mitsubishi,2024,CG44-N,Mirage NOIR CVT,,,443872
Mitsubishi,2024,CG44-T,Mirage GT CVT,,,443871
Mitsubishi,2024,CS45-A,RVR ES TA,,,446465
Mitsubishi,2024,CS45-B,RVR ES AWC,,,446466
Mitsubishi,2024,CS45-E,RVR SE AWC,,,446467
Mitsubishi,2024,CS45-G,RVR SEL AWC,,,446468
Mitsubishi,2024,CS45-N,RVR NOIR AWC,,,446470
Mitsubishi,2024,CS45-Z,RVR GT AWC,,,446469
Mitsubishi,2024,CE45-B,Eclipse Cross ES S-AWC,,,439265
Mitsubishi,2024,CE45-F,Eclipse Cross SE S-AWC,,,439266
Mitsubishi,2024,CE45-G,Eclipse Cross SEL S-AWC,,,439267
Mitsubishi,2024,CE45-N,Eclipse Cross NOIR S-AWC,,,447971
Mitsubishi,2024,CE45-X,Eclipse Cross GT S-AWC,,,439268
Mitsubishi,2024,CO45-B,Outlander ES S-AWC,,,446113
Mitsubishi,2024,CO45-D,Outlander SE S-AWC,,,446114
Mitsubishi,2024,CO45-F,Outlander LE S-AWC,,,446115
Mitsubishi,2024,CO45-G,Outlander SEL S-AWC,,,446116
Mitsubishi,2024,CO45-X,Outlander GT S-AWC,,,446117
Mitsubishi,2024,CO45-X,Outlander GT Premium S-AWC,,,446118
Mitsubishi,2024,CO45-N,Outlander NOIR S-AWC,,,460910
Mitsubishi,2024,COEV-B,Outlander PHEV ES S-AWC,,,447075
Mitsubishi,2024,COEV-F,Outlander PHEV LE S-AWC,,,447076
Mitsubishi,2024,COEV-G,Outlander PHEV SEL S-AWC,,,447077
Mitsubishi,2024,COEV-X,Outlander PHEV GT S-AWC,,,447078
Mitsubishi,2024,COEV-N,Outlander PHEV NOIR S-AWC,,,455290
Mitsubishi,2019,CE45-B,Eclipse Cross ES S-AWC *Ltd Avail*,,,403358
Mitsubishi,2019,CE45-F,Eclipse Cross SE S-AWC *Ltd Avail*,,,403359
Mitsubishi,2019,CE45-X,Eclipse Cross GT S-AWC *Ltd Avail*,,,403360
Mitsubishi,2019,CE45-C,Eclipse Cross ES S-AWC,,,403918
Mitsubishi,2019,CE45-G,Eclipse Cross SE S-AWC,,,403919
Mitsubishi,2019,CE45-Y,Eclipse Cross GT S-AWC,,,403920
Mitsubishi,2019,CE45-G,Eclipse Cross SE w/Tech Pkg S-AWC,,,406540
Mitsubishi,2019,CE45-F,Eclipse Cross SE w/Tech Pkg S-AWC *Ltd Avail*,,,406541
Mitsubishi,2019,CE45-G,Eclipse Cross SE Black Edition S-AWC,,,406542
Mitsubishi,2019,CG44-A,Mirage ES Manual,,,404430
Mitsubishi,2019,CG44-A,Mirage ES CVT,,,404431
Mitsubishi,2019,CG44-T,Mirage GT CVT,,,404432
Mitsubishi,2019,CG44-E,Mirage ES Limited CVT,,,404433
Mitsubishi,2019,CG44-A,Mirage ES Plus Manual,,,406534
Mitsubishi,2019,CG44-A,Mirage ES Plus CVT,,,406535
Mitsubishi,2019,CS41-A,Mirage G4 ES Manual,,,404379
Mitsubishi,2019,CS41-A,Mirage G4 ES CVT,,,404380
Mitsubishi,2019,CS41-T,Mirage G4 GT CVT,,,404381
Mitsubishi,2019,CO45-F,Outlander ES AWC,,,399915
Mitsubishi,2019,CO45-G,Outlander SE AWC,,,399916
Mitsubishi,2019,CO45-X,Outlander GT S-AWC,,,399917
Mitsubishi,2019,C045-J,Outlander SE Black Edition AWC,,,404324
Mitsubishi,2019,CO45-F,Outlander ES Touring AWC,,,406536
Mitsubishi,2019,CO45-G,Outlander SE Touring AWC,,,406537
Mitsubishi,2019,CO45-F,Outlander ES Premium AWC,,,406538
Mitsubishi,2019,COEV-G,Outlander PHEV SE S-AWC,,,404500
Mitsubishi,2019,COEV-G,Outlander PHEV SE Touring S-AWC,,,404501
Mitsubishi,2019,COEV-X,Outlander PHEV GT S-AWC,,,404502
Mitsubishi,2019,COEV-G,Outlander PHEV SE Limited Edition S-AWC,,,404503
Mitsubishi,2019,CS45-A,RVR ES FWD,,,403492
Mitsubishi,2019,CS45-D,RVR SE FWD,,,403493
Mitsubishi,2019,CS45-E,RVR SE AWC,,,403494
Mitsubishi,2019,CS45-F,RVR SE LTD AWC,,,403495
Mitsubishi,2019,CS45-Z,RVR GT AWC,,,403496
Mitsubishi,2019,CS45-J,RVR SE Black Edition AWC,,,403497
Mitsubishi,2019,CS45-Z,RVR GT Premium AWC,,,406539
Mitsubishi,2021,CG44-A,Mirage ES Manual,,,419061
Mitsubishi,2021,CG44-A,Mirage ES CVT,,,419062
Mitsubishi,2021,CG44-D,Mirage SE CVT,,,419063
Mitsubishi,2021,CG44-T,Mirage GT CVT,,,419064
Mitsubishi,2021,COEV-G,Outlander PHEV SE S-AWC,,,419818
Mitsubishi,2021,COEV-J,Outlander PHEV LE S-AWC,,,419819
Mitsubishi,2021,COEV-L,Outlander PHEV SEL S-AWC,,,419820
Mitsubishi,2021,COEV-X,Outlander PHEV GT S-AWC,,,419821
Mitsubishi,2021,CS45-A,RVR ES FWD,,,418970
Mitsubishi,2021,CS45-D,RVR SE FWD,,,418971
Mitsubishi,2021,CS45-B,RVR ES AWC,,,418972
Mitsubishi,2021,CS45-E,RVR SE AWC,,,418973
Mitsubishi,2021,CS45-G,RVR SEL AWC,,,418974
Mitsubishi,2021,CS45-Z,RVR GT AWC,,,418975
Mitsubishi,2021,CS45-L,RVR LE AWC,,,418976
Mitsubishi,2022,CE45-B,Eclipse Cross ES S-AWC,,,419293
Mitsubishi,2022,CE45-F,Eclipse Cross SE S-AWC *Ltd Avail*,,,419294
Mitsubishi,2022,CE45-G,Eclipse Cross SEL S-AWC *Ltd Avail*,,,419295
Mitsubishi,2022,CE45-X,Eclipse Cross GT S-AWC,,,419296
Mitsubishi,2022,CE45-H,Eclipse Cross SE S-AWC,,,427501
Mitsubishi,2022,CE45-J,Eclipse Cross SEL S-AWC,,,427502
Mitsubishi,2022,CG44-A,Mirage ES Manual,,,423372
Mitsubishi,2022,CG44-A,Mirage ES CVT,,,423373
Mitsubishi,2022,CG44-D,Mirage SE CVT,,,423374
Mitsubishi,2022,CG44-T,Mirage GT CVT,,,423375
Mitsubishi,2022,CG44-C,Mirage Carbon Edition CVT,,,423376
Mitsubishi,2022,CO45-B,Outlander ES S-AWC,,,420744
Mitsubishi,2022,CO45-D,Outlander SE S-AWC,,,420745
Mitsubishi,2022,CO45-G,Outlander SEL S-AWC,,,420746
Mitsubishi,2022,CO45-F,Outlander LE S-AWC,,,420747
Mitsubishi,2022,CO45-X,Outlander GT S-AWC,,,420748
Mitsubishi,2022,CO45-F,Outlander LE Premium S-AWC,,,421002
Mitsubishi,2022,CO45-X,Outlander GT Premium S-AWC,,,421003
Mitsubishi,2022,COEV-G,Outlander PHEV SE S-AWC,,,422021
Mitsubishi,2022,COEV-J,Outlander PHEV LE S-AWC,,,422022
Mitsubishi,2022,COEV-X,Outlander PHEV GT S-AWC,,,422023
Mitsubishi,2022,COEV-T,Outlander PHEV Black Edition S-AWC,,,422024
Mitsubishi,2022,CS45-A,RVR ES FWD,,,424595
Mitsubishi,2022,CS45-C,RVR SE FWD,,,424596
Mitsubishi,2022,CS45-B,RVR ES AWC,,,424597
Mitsubishi,2022,CS45-F,RVR SE AWC,,,424598
Mitsubishi,2022,CS45-H,RVR SEL AWC,,,424599
Mitsubishi,2022,CS45-M,RVR LE AWC,,,424600
Mitsubishi,2022,CS45-Z,RVR GT AWC,,,424601
Mitsubishi,2022,CS45-D,RVR SE FWD,,,425552
Mitsubishi,2022,CS45-E,RVR SE AWC,,,425553
Mitsubishi,2022,CS45-G,RVR SEL AWC,,,425554
Mitsubishi,2022,CS45-L,RVR LE AWC,,,425555
Mitsubishi,2023,CE45-B,Eclipse Cross ES S-AWC,,,427550
Mitsubishi,2023,CE45-F,Eclipse Cross SE S-AWC,,,427551
Mitsubishi,2023,CE45-G,Eclipse Cross SEL S-AWC,,,427552
Mitsubishi,2023,CE45-X,Eclipse Cross GT S-AWC,,,427553
Mitsubishi,2023,CE45-L,Eclipse Cross Carbon Edition S-AWC,,,427554
Mitsubishi,2023,CG44-A,Mirage ES Manual,,,431916
Mitsubishi,2023,CG44-A,Mirage ES CVT,,,431917
Mitsubishi,2023,CG44-D,Mirage SE CVT,,,431918
Mitsubishi,2023,CG44-T,Mirage GT CVT,,,431919
Mitsubishi,2023,CO45-B,Outlander ES S-AWC,,,433344
Mitsubishi,2023,CO45-D,Outlander SE S-AWC,,,433345
Mitsubishi,2023,CO45-F,Outlander LE S-AWC,,,433346
Mitsubishi,2023,CO45-F,Outlander LE Premium S-AWC,,,433347
Mitsubishi,2023,CO45-G,Outlander SEL S-AWC,,,433348
Mitsubishi,2023,CO45-X,Outlander GT S-AWC,,,433349
Mitsubishi,2023,CO45-X,Outlander GT Premium S-AWC,,,433350
Mitsubishi,2023,CO45-L,Outlander NOIR S-AWC,,,435659
Mitsubishi,2023,COEV-F,Outlander PHEV LE S-AWC,,,433786
Mitsubishi,2023,COEV-X,Outlander PHEV GT S-AWC,,,433787
Mitsubishi,2023,COEV-B,Outlander PHEV ES S-AWC,,,433788
Mitsubishi,2023,COEV-G,Outlander PHEV SEL S-AWC,,,433789
Mitsubishi,2023,CS45-A,RVR ES FWD,,,433710
Mitsubishi,2023,CS45-D,RVR SE FWD,,,433711
Mitsubishi,2023,CS45-B,RVR ES AWC,,,433712
Mitsubishi,2023,CS45-Z,RVR GT AWC,,,433713
Mitsubishi,2023,CS45-E,RVR SE AWC,,,433714
Mitsubishi,2023,CS45-G,RVR SEL AWC,,,433715
Mitsubishi,2023,CS45-L,RVR LE AWC,,,433716
Mitsubishi,2020,CE45-B,Eclipse Cross ES S-AWC,,,408785
Mitsubishi,2020,CE45-F,Eclipse Cross SE S-AWC,,,408786
Mitsubishi,2020,CE45-X,Eclipse Cross GT S-AWC,,,408787
Mitsubishi,2020,CE45-G,Eclipse Cross Limited Edition S-AWC,,,408788
Mitsubishi,2020,CG44-A,Mirage ES Manual,,,411606
Mitsubishi,2020,CG44-A,Mirage ES CVT,,,411607
Mitsubishi,2020,CG44-T,Mirage GT CVT,,,411608
Mitsubishi,2020,CG44-D,Mirage SE CVT,,,411609
Mitsubishi,2020,CO45-B,Outlander ES S-AWC,,,409745
Mitsubishi,2020,CO45-F,Outlander SEL S-AWC,,,409746
Mitsubishi,2020,CO45-G,Outlander Limited Edition S-AWC,,,409747
Mitsubishi,2020,CO45-D,Outlander EX-L S-AWC,,,409748
Mitsubishi,2020,CO45-X,Outlander GT S-AWC,,,409749
Mitsubishi,2020,CO45-C,Outlander EX S-AWC,,,409750
Mitsubishi,2020,CO45-E,Outlander SE S-AWC,,,409751
Mitsubishi,2020,COEV-G,Outlander PHEV SE S-AWC,,,408707
Mitsubishi,2020,COEV-X,Outlander PHEV GT S-AWC,,,408708
Mitsubishi,2020,COEV-J,Outlander PHEV LE S-AWC,,,408709
Mitsubishi,2020,COEV-L,Outlander PHEV SEL S-AWC,,,408710
Mitsubishi,2020,CS45-A,RVR ES FWD,,,409189
Mitsubishi,2020,CS45-D,RVR SE FWD,,,409190
Mitsubishi,2020,CS45-E,RVR SE AWC,,,409191
Mitsubishi,2020,CS45-Z,RVR GT AWC,,,409192
Mitsubishi,2020,CS45-B,RVR ES AWC,,,409193
Mitsubishi,2020,CS45-G,RVR SEL AWC,,,409194
Mitsubishi,2020,CS45-L,RVR Limited Edition AWC,,,411423
Mitsubishi,2025,CS45-A,RVR ES FWD,,,470165
Mitsubishi,2025,CS45-B,RVR ES AWC,,,470166
Mitsubishi,2025,CS45-E,RVR SE AWC,,,470167
Mitsubishi,2025,CS45-G,RVR SEL AWC,,,470168
Mitsubishi,2025,CS45-N,RVR NOIR AWC,,,470169
Mitsubishi,2025,CS45-Z,RVR GT AWC,,,470170
Mitsubishi,2025,CE45-B,Eclipse Cross ES S-AWC,,,466272
Mitsubishi,2025,CE45-F,Eclipse Cross SE S-AWC,,,466273
Mitsubishi,2025,CE45-G,Eclipse Cross SEL S-AWC,,,466274
Mitsubishi,2025,CE45-N,Eclipse Cross NOIR S-AWC,,,466276
Mitsubishi,2025,CE45-X,Eclipse Cross GT S-AWC,,,466275
Mitsubishi,2025,CO45-B,Outlander ES S-AWC,,,470581
Mitsubishi,2025,CO45-D,Outlander SE S-AWC,,,470582
Mitsubishi,2025,CO45-F,Outlander LE S-AWC,,,470583
Mitsubishi,2025,CO45-G,Outlander SEL S-AWC,,,470584
Mitsubishi,2025,CO45-X,Outlander GT S-AWC,,,470585
Mitsubishi,2025,CO45-X,Outlander GT Premium S-AWC,,,470586
Mitsubishi,2025,COEV-B,Outlander PHEV ES S-AWC,,,459713
Mitsubishi,2025,COEV-D,Outlander PHEV SE S-AWC,,,459717
Mitsubishi,2025,COEV-F,Outlander PHEV LE S-AWC,,,459714
Mitsubishi,2025,COEV-G,Outlander PHEV SEL S-AWC,,,459715
Mitsubishi,2025,COEV-X,Outlander PHEV GT S-AWC,,,459716
Mitsubishi,2025,COEV-N,Outlander PHEV NOIR S-AWC,,,459718
Mitsubishi,2026,CS45-A,RVR ES FWD,,,481614
Mitsubishi,2026,CS45-B,RVR ES AWC,,,481615
Mitsubishi,2026,CS45-E,RVR SE AWC,,,481616
Mitsubishi,2026,CS45-G,RVR SEL AWC,,,481617
Mitsubishi,2026,CS45-N,RVR NOIR AWC,,,481618
Mitsubishi,2026,CS45-Z,RVR GT AWC,,,481619
Mitsubishi,2026,CE45-B,Eclipse Cross ES S-AWC,,,477389
Mitsubishi,2026,CE45-F,Eclipse Cross SE S-AWC,,,477390
Mitsubishi,2026,CE45-N,Eclipse Cross NOIR S-AWC,,,477392
Mitsubishi,2026,CE45-X,Eclipse Cross GT S-AWC,,,477391
Mitsubishi,2026,CO45-B,Outlander ES S-AWC,,,481877
Mitsubishi,2026,CO45-D,Outlander SE S-AWC,,,481878
Mitsubishi,2026,CO45-F,Outlander LE S-AWC,,,481879
Mitsubishi,2026,CO45-G,Outlander SEL S-AWC,,,481880
Mitsubishi,2026,CO45-X,Outlander GT S-AWC,,,481881
Mitsubishi,2026,CO45-X,Outlander GT PREMIUM S-AWC,,,481882
Mitsubishi,2026,CO45-N,Outlander NOIR S-AWC,,,483389
Mitsubishi,2026,COEV-B,Outlander PHEV ES S-AWC,,,483107
Mitsubishi,2026,COEV-D,Outlander PHEV SE S-AWC,,,483108
Mitsubishi,2026,COEV-F,Outlander PHEV LE S-AWC,,,483109
Mitsubishi,2026,COEV-G,Outlander PHEV SEL S-AWC,,,483110
Mitsubishi,2026,COEV-X,Outlander PHEV GT S-AWC,,,F63
Mitsubishi,2026,COEV-X,Outlander PHEV GT Premium S-AWC,,,F64
Mitsubishi,2026,COEV-N,Outlander PHEV GT NOIR S-AWC,,,483112
Volkswagen,2019,BU33MS,Jetta Highline Auto,,,
Volkswagen,2019,BU32M2,Jetta Comfortline Manual,,,
